,ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand_High,PriceBand_Low,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,DisplayName,PriceNumerator,PriceDenominator,DetailedDescription
258,NSEFO,41039,1,INDHOTEL,INDHOTEL25JANFUT,FUTSTK,INDHOTEL-FUTSTK,2503000041039,968.45,792.4,30001,0.05,1000,1,1100100001512,INDHOTEL,2025-01-30T14:30:00,INDHOTEL 30JAN2025,1,1,INDHOTEL25JANFUT
259,NSEFO,40981,1,HAL,HAL25JANFUT,FUTSTK,HAL-FUTSTK,2503000040981,4627.9,3786.45,6001,0.05,150,1,1100100002303,HAL,2025-01-30T14:30:00,HAL 30JAN2025,1,1,HAL25JANFUT
260,NSEFO,35456,1,BPCL,BPCL25FEBFUT,FUTSTK,BPCL-FUTSTK,2505800035456,324.25,265.3,72001,0.05,1800,1,1100100000526,BPCL,2025-02-27T14:30:00,BPCL 27FEB2025,1,1,BPCL25FEBFUT
261,NSEFO,35004,1,FINNIFTY,FINNIFTY25MARFUT,FUTIDX,FINNIFTY-FUTIDX,2508400035004,26304.7,21522.05,1801,0.05,65,1,-1,Nifty Fin Service,2025-03-25T14:30:00,FINNIFTY 25MAR2025,1,1,FINNIFTY25MARFUT
262,NSEFO,35051,1,ADANIGREEN,ADANIGREEN25JANFUT,FUTSTK,ADANIGREEN-FUTSTK,2503000035051,1147.65,939,18751,0.05,375,1,1100100003563,ADANIGREEN,2025-01-30T14:30:00,ADANIGREEN 30JAN2025,1,1,ADANIGREEN25JANFUT
263,NSEFO,39042,1,JIOFIN,JIOFIN25JANFUT,FUTSTK,JIOFIN-FUTSTK,2503000039042,330.8,270.65,66001,0.05,1650,1,1100100018143,JIOFIN,2025-01-30T14:30:00,JIOFIN 30JAN2025,1,1,JIOFIN25JANFUT
264,NSEFO,39191,1,LTTS,LTTS25FEBFUT,FUTSTK,LTTS-FUTSTK,2505800039191,5274.8,4315.75,5001,0.05,100,1,1100100018564,LTTS,2025-02-27T14:30:00,LTTS 27FEB2025,1,1,LTTS25FEBFUT
265,NSEFO,38502,1,EICHERMOT,EICHERMOT25FEBFUT,FUTSTK,EICHERMOT-FUTSTK,2505800038502,5373.65,4396.6,5251,0.05,175,1,1100100000910,EICHERMOT,2025-02-27T14:30:00,EICHERMOT 27FEB2025,1,1,EICHERMOT25FEBFUT
266,NSEFO,41011,1,HINDPETRO,HINDPETRO25JANFUT,FUTSTK,HINDPETRO-FUTSTK,2503000041011,452.5,370.25,60751,0.05,2025,1,1100100001406,HINDPETRO,2025-01-30T14:30:00,HINDPETRO 30JAN2025,1,1,HINDPETRO25JANFUT
267,NSEFO,35143,1,APLAPOLLO,APLAPOLLO25FEBFUT,FUTSTK,APLAPOLLO-FUTSTK,2505800035143,1756.85,1437.4,14001,0.05,350,1,1100100025780,APLAPOLLO,2025-02-27T14:30:00,APLAPOLLO 27FEB2025,1,1,APLAPOLLO25FEBFUT
268,NSEFO,40384,1,IDEA,IDEA25MARFUT,FUTSTK,IDEA-FUTSTK,2508600040384,8.9,7.28,2000001,0.01,40000,1,1100100014366,IDEA,2025-03-27T14:30:00,IDEA 27MAR2025,1,1,IDEA25MARFUT
269,NSEFO,43266,1,ONGC,ONGC25MARFUT,FUTSTK,ONGC-FUTSTK,2508600043266,265.65,217.35,96251,0.01,1925,1,1100100002475,ONGC,2025-03-27T14:30:00,ONGC 27MAR2025,1,1,ONGC25MARFUT
270,NSEFO,39201,1,MAXHEALTH,MAXHEALTH25JANFUT,FUTSTK,MAXHEALTH-FUTSTK,2503000039201,1250.5,1023.15,21001,0.05,525,1,1100100022377,MAXHEALTH,2025-01-30T14:30:00,MAXHEALTH 30JAN2025,1,1,MAXHEALTH25JANFUT
271,NSEFO,40726,1,COALINDIA,COALINDIA25JANFUT,FUTSTK,COALINDIA-FUTSTK,2503000040726,424.6,347.4,52501,0.05,1050,1,1100100020374,COALINDIA,2025-01-30T14:30:00,COALINDIA 30JAN2025,1,1,COALINDIA25JANFUT
272,NSEFO,43278,1,PETRONET,PETRONET25MARFUT,FUTSTK,PETRONET-FUTSTK,2508600043278,386.95,316.6,75001,0.05,1500,1,1100100011351,PETRONET,2025-03-27T14:30:00,PETRONET 27MAR2025,1,1,PETRONET25MARFUT
273,NSEFO,37337,1,GODREJCP,GODREJCP25MARFUT,FUTSTK,GODREJCP-FUTSTK,2508600037337,1214.4,993.6,20001,0.05,500,1,1100100010099,GODREJCP,2025-03-27T14:30:00,GODREJCP 27MAR2025,1,1,GODREJCP25MARFUT
274,NSEFO,43351,1,SBILIFE,SBILIFE25MARFUT,FUTSTK,SBILIFE-FUTSTK,2508600043351,1554,1271.45,15001,0.05,375,1,1100100021808,SBILIFE,2025-03-27T14:30:00,SBILIFE 27MAR2025,1,1,SBILIFE25MARFUT
275,NSEFO,38675,1,HCLTECH,HCLTECH25FEBFUT,FUTSTK,HCLTECH-FUTSTK,2505800038675,2117.2,1732.25,14001,0.05,350,1,1100100007229,HCLTECH,2025-02-27T14:30:00,HCLTECH 27FEB2025,1,1,HCLTECH25FEBFUT
276,NSEFO,42458,1,OBEROIRLTY,OBEROIRLTY25JANFUT,FUTSTK,OBEROIRLTY-FUTSTK,2503000042458,2551.9,2087.95,10501,0.05,350,1,1100100020242,OBEROIRLTY,2025-01-30T14:30:00,OBEROIRLTY 30JAN2025,1,1,OBEROIRLTY25JANFUT
277,NSEFO,37264,1,BHARTIARTL,BHARTIARTL25JANFUT,FUTSTK,BHARTIARTL-FUTSTK,2503000037264,1758.7,1438.95,14251,0.05,475,1,1100100010604,BHARTIARTL,2025-01-30T14:30:00,BHARTIARTL 30JAN2025,1,1,BHARTIARTL25JANFUT
278,NSEFO,40881,1,PIIND,PIIND25FEBFUT,FUTSTK,PIIND-FUTSTK,2505800040881,4105.55,3359.1,6251,0.05,125,1,1100100024184,PIIND,2025-02-27T14:30:00,PIIND 27FEB2025,1,1,PIIND25FEBFUT
279,NSEFO,41282,1,NESTLEIND,NESTLEIND25JANFUT,FUTSTK,NESTLEIND-FUTSTK,2503000041282,2394.4,1959.05,10001,0.05,200,1,1100100017963,NESTLEIND,2025-01-30T14:30:00,NESTLEIND 30JAN2025,1,1,NESTLEIND25JANFUT
280,NSEFO,43400,1,TITAN,TITAN25MARFUT,FUTSTK,TITAN-FUTSTK,2508600043400,3647.3,2984.15,7001,0.05,175,1,1100100003506,TITAN,2025-03-27T14:30:00,TITAN 27MAR2025,1,1,TITAN25MARFUT
281,NSEFO,42467,1,OFSS,OFSS25JANFUT,FUTSTK,OFSS-FUTSTK,2503000042467,13933.6,11400.25,2001,0.05,50,1,1100100010738,OFSS,2025-01-30T14:30:00,OFSS 30JAN2025,1,1,OFSS25JANFUT
282,NSEFO,38116,1,CYIENT,CYIENT25JANFUT,FUTSTK,CYIENT-FUTSTK,2503000038116,2034.95,1665,12001,0.05,300,1,1100100005748,CYIENT,2025-01-30T14:30:00,CYIENT 30JAN2025,1,1,CYIENT25JANFUT
283,NSEFO,37309,1,GLENMARK,GLENMARK25MARFUT,FUTSTK,GLENMARK-FUTSTK,2508600037309,1798.4,1471.45,16251,0.05,325,1,1100100007406,GLENMARK,2025-03-27T14:30:00,GLENMARK 27MAR2025,1,1,GLENMARK25MARFUT
284,NSEFO,41045,1,INDUSINDBK,INDUSINDBK25JANFUT,FUTSTK,INDUSINDBK-FUTSTK,2503000041045,1061.65,868.6,20001,0.05,500,1,1100100005258,INDUSINDBK,2025-01-30T14:30:00,INDUSINDBK 30JAN2025,1,1,INDUSINDBK25JANFUT
285,NSEFO,35147,1,ADANIENT,ADANIENT25JANFUT,FUTSTK,ADANIENT-FUTSTK,2503000035147,2801.3,2291.95,9001,0.05,300,1,1100100000025,ADANIENT,2025-01-30T14:30:00,ADANIENT 30JAN2025,1,1,ADANIENT25JANFUT
286,NSEFO,35565,1,CONCOR,CONCOR25MARFUT,FUTSTK,CONCOR-FUTSTK,2508600035565,878.1,718.45,30001,0.05,1000,1,1100100004749,CONCOR,2025-03-27T14:30:00,CONCOR 27MAR2025,1,1,CONCOR25MARFUT
287,NSEFO,42502,1,SHRIRAMFIN,SHRIRAMFIN25JANFUT,FUTSTK,SHRIRAMFIN-FUTSTK,2503000042502,3202.4,2620.15,7501,0.05,150,1,1100100004306,SHRIRAMFIN,2025-01-30T14:30:00,SHRIRAMFIN 30JAN2025,1,1,SHRIRAMFIN25JANFUT
288,NSEFO,40382,1,OFSS,OFSS25FEBFUT,FUTSTK,OFSS-FUTSTK,2505800040382,13898.5,11371.5,2001,0.05,50,1,1100100010738,OFSS,2025-02-27T14:30:00,OFSS 27FEB2025,1,1,OFSS25FEBFUT
289,NSEFO,42522,1,TATASTEEL,TATASTEEL25JANFUT,FUTSTK,TATASTEEL-FUTSTK,2503000042522,152.94,125.14,165001,0.01,5500,1,1100100003499,TATASTEEL,2025-01-30T14:30:00,TATASTEEL 30JAN2025,1,1,TATASTEEL25JANFUT
290,NSEFO,39902,1,HINDPETRO,HINDPETRO25MARFUT,FUTSTK,HINDPETRO-FUTSTK,2508600039902,456.85,373.8,60751,0.05,2025,1,1100100001406,HINDPETRO,2025-03-27T14:30:00,HINDPETRO 27MAR2025,1,1,HINDPETRO25MARFUT
291,NSEFO,39357,1,HDFCLIFE,HDFCLIFE25MARFUT,FUTSTK,HDFCLIFE-FUTSTK,2508600039357,692.05,566.2,33001,0.05,1100,1,1100100000467,HDFCLIFE,2025-03-27T14:30:00,HDFCLIFE 27MAR2025,1,1,HDFCLIFE25MARFUT
292,NSEFO,41019,1,ICICIGI,ICICIGI25JANFUT,FUTSTK,ICICIGI-FUTSTK,2503000041019,1976.05,1616.8,12501,0.05,250,1,1100100021770,ICICIGI,2025-01-30T14:30:00,ICICIGI 30JAN2025,1,1,ICICIGI25JANFUT
293,NSEFO,41093,1,JKCEMENT,JKCEMENT25JANFUT,FUTSTK,JKCEMENT-FUTSTK,2503000041093,5075.25,4152.5,5001,0.05,125,1,1100100013270,JKCEMENT,2025-01-30T14:30:00,JKCEMENT 30JAN2025,1,1,JKCEMENT25JANFUT
294,NSEFO,41274,1,NAUKRI,NAUKRI25JANFUT,FUTSTK,NAUKRI-FUTSTK,2503000041274,9602.45,7856.55,3001,0.05,75,1,1100100013751,NAUKRI,2025-01-30T14:30:00,NAUKRI 30JAN2025,1,1,NAUKRI25JANFUT
295,NSEFO,38735,1,HFCL,HFCL25JANFUT,FUTSTK,HFCL-FUTSTK,2503000038735,124.81,102.11,207501,0.01,4150,1,1100100021951,HFCL,2025-01-30T14:30:00,HFCL 30JAN2025,1,1,HFCL25JANFUT
296,NSEFO,35176,1,ATGL,ATGL25FEBFUT,FUTSTK,ATGL-FUTSTK,2505800035176,787.85,644.6,31001,0.05,775,1,1100100006066,ATGL,2025-02-27T14:30:00,ATGL 27FEB2025,1,1,ATGL25FEBFUT
297,NSEFO,40955,1,GMRAIRPORT,GMRAIRPORT25JANFUT,FUTSTK,GMRAIRPORT-FUTSTK,2503000040955,86.98,71.16,281251,0.01,5625,1,1100100013528,GMRAIRPORT,2025-01-30T14:30:00,GMRAIRPORT 30JAN2025,1,1,GMRAIRPORT25JANFUT
298,NSEFO,43227,1,NESTLEIND,NESTLEIND25MARFUT,FUTSTK,NESTLEIND-FUTSTK,2508600043227,2417.25,1977.75,10001,0.05,200,1,1100100017963,NESTLEIND,2025-03-27T14:30:00,NESTLEIND 27MAR2025,1,1,NESTLEIND25MARFUT
299,NSEFO,36690,1,021NSETEST,021NSETEST36DECFUT,FUTSTK,021NSETEST-FUTSTK,2633200036690,220,180,100001,0.05,50,1,1100100014751,021NSETEST,2036-11-27T14:30:00,021NSETEST 27NOV2036,1,1,021NSETEST36DECFUT
300,NSEFO,40475,1,PAGEIND,PAGEIND25FEBFUT,FUTSTK,PAGEIND-FUTSTK,2505800040475,52615.9,43049.35,451,0.05,15,1,1100100014413,PAGEIND,2025-02-27T14:30:00,PAGEIND 27FEB2025,1,1,PAGEIND25FEBFUT
301,NSEFO,43368,1,SRF,SRF25MARFUT,FUTSTK,SRF-FUTSTK,2508600043368,2501.25,2046.5,11251,0.05,375,1,1100100003273,SRF,2025-03-27T14:30:00,SRF 27MAR2025,1,1,SRF25MARFUT
302,NSEFO,39046,1,JIOFIN,JIOFIN25FEBFUT,FUTSTK,JIOFIN-FUTSTK,2505800039046,333.1,272.55,66001,0.05,1650,1,1100100018143,JIOFIN,2025-02-27T14:30:00,JIOFIN 27FEB2025,1,1,JIOFIN25FEBFUT
303,NSEFO,41123,1,LTIM,LTIM25JANFUT,FUTSTK,LTIM-FUTSTK,2503000041123,6184.4,5059.95,4501,0.05,150,1,1100100017818,LTIM,2025-01-30T14:30:00,LTIM 30JAN2025,1,1,LTIM25JANFUT
304,NSEFO,43277,1,PERSISTENT,PERSISTENT25MARFUT,FUTSTK,PERSISTENT-FUTSTK,2508600043277,7092.55,5803,4001,0.05,100,1,1100100018365,PERSISTENT,2025-03-27T14:30:00,PERSISTENT 27MAR2025,1,1,PERSISTENT25MARFUT
305,NSEFO,43228,1,NHPC,NHPC25MARFUT,FUTSTK,NHPC-FUTSTK,2508600043228,89.27,73.04,256001,0.01,6400,1,1100100017400,NHPC,2025-03-27T14:30:00,NHPC 27MAR2025,1,1,NHPC25MARFUT
306,NSEFO,35086,1,ABCAPITAL,ABCAPITAL25JANFUT,FUTSTK,ABCAPITAL-FUTSTK,2503000035086,196.87,161.07,108001,0.01,2700,1,1100100021614,ABCAPITAL,2025-01-30T14:30:00,ABCAPITAL 30JAN2025,1,1,ABCAPITAL25JANFUT
307,NSEFO,41031,1,IEX,IEX25JANFUT,FUTSTK,IEX-FUTSTK,2503000041031,200.79,164.29,112501,0.01,3750,1,1100100000220,IEX,2025-01-30T14:30:00,IEX 30JAN2025,1,1,IEX25JANFUT
308,NSEFO,35423,1,BEL,BEL25FEBFUT,FUTSTK,BEL-FUTSTK,2505800035423,325.15,266,85501,0.05,2850,1,1100100000383,BEL,2025-02-27T14:30:00,BEL 27FEB2025,1,1,BEL25FEBFUT
309,NSEFO,35018,1,ABFRL,ABFRL25FEBFUT,FUTSTK,ABFRL-FUTSTK,2505800035018,311.7,255.05,78001,0.05,2600,1,1100100030108,ABFRL,2025-02-27T14:30:00,ABFRL 27FEB2025,1,1,ABFRL25FEBFUT
310,NSEFO,35450,1,BHARATFORG,BHARATFORG25FEBFUT,FUTSTK,BHARATFORG-FUTSTK,2505800035450,1447.7,1184.45,20001,0.05,500,1,1100100000422,BHARATFORG,2025-02-27T14:30:00,BHARATFORG 27FEB2025,1,1,BHARATFORG25FEBFUT
311,NSEFO,35275,1,BAJFINANCE,BAJFINANCE25MARFUT,FUTSTK,BAJFINANCE-FUTSTK,2508600035275,7663.3,6269.95,3751,0.05,125,1,1100100000317,BAJFINANCE,2025-03-27T14:30:00,BAJFINANCE 27MAR2025,1,1,BAJFINANCE25MARFUT
312,NSEFO,41323,1,SUNPHARMA,SUNPHARMA25FEBFUT,FUTSTK,SUNPHARMA-FUTSTK,2505800041323,2094.55,1713.7,14001,0.05,350,1,1100100003351,SUNPHARMA,2025-02-27T14:30:00,SUNPHARMA 27FEB2025,1,1,SUNPHARMA25FEBFUT
313,NSEFO,43369,1,SUNPHARMA,SUNPHARMA25MARFUT,FUTSTK,SUNPHARMA-FUTSTK,2508600043369,2111.85,1727.9,14001,0.05,350,1,1100100003351,SUNPHARMA,2025-03-27T14:30:00,SUNPHARMA 27MAR2025,1,1,SUNPHARMA25MARFUT
314,NSEFO,35570,1,CROMPTON,CROMPTON25MARFUT,FUTSTK,CROMPTON-FUTSTK,2508600035570,442.4,361.95,54001,0.05,1800,1,1100100017094,CROMPTON,2025-03-27T14:30:00,CROMPTON 27MAR2025,1,1,CROMPTON25MARFUT
315,NSEFO,40997,1,HDFCLIFE,HDFCLIFE25JANFUT,FUTSTK,HDFCLIFE-FUTSTK,2503000040997,683.05,558.9,33001,0.05,1100,1,1100100000467,HDFCLIFE,2025-01-30T14:30:00,HDFCLIFE 30JAN2025,1,1,HDFCLIFE25JANFUT
316,NSEFO,43157,1,M&MFIN,M&MFIN25MARFUT,FUTSTK,M&MFIN-FUTSTK,2508600043157,296.15,242.3,80001,0.05,2000,1,1100100013285,M&MFIN,2025-03-27T14:30:00,M&MFIN 27MAR2025,1,1,M&MFIN25MARFUT
317,NSEFO,38916,1,IEX,IEX25FEBFUT,FUTSTK,IEX-FUTSTK,2505800038916,201.31,164.71,112501,0.01,3750,1,1100100000220,IEX,2025-02-27T14:30:00,IEX 27FEB2025,1,1,IEX25FEBFUT
318,NSEFO,41187,1,MARUTI,MARUTI25JANFUT,FUTSTK,MARUTI-FUTSTK,2503000041187,12016.7,9831.85,2001,0.05,50,1,1100100010999,MARUTI,2025-01-30T14:30:00,MARUTI 30JAN2025,1,1,MARUTI25JANFUT
319,NSEFO,36720,1,131NSETEST,131NSETEST36DECFUT,FUTSTK,131NSETEST-FUTSTK,2633200036720,220,180,100001,0.05,50,1,1100100014778,131NSETEST,2036-11-27T14:30:00,131NSETEST 27NOV2036,1,1,131NSETEST36DECFUT
320,NSEFO,35245,1,AXISBANK,AXISBANK25MARFUT,FUTSTK,AXISBANK-FUTSTK,2508600035245,1195.65,978.3,18751,0.05,625,1,1100100005900,AXISBANK,2025-03-27T14:30:00,AXISBANK 27MAR2025,1,1,AXISBANK25MARFUT
321,NSEFO,40989,1,HCLTECH,HCLTECH25JANFUT,FUTSTK,HCLTECH-FUTSTK,2503000040989,2103.75,1721.25,14001,0.05,350,1,1100100007229,HCLTECH,2025-01-30T14:30:00,HCLTECH 30JAN2025,1,1,HCLTECH25JANFUT
322,NSEFO,38098,1,COLPAL,COLPAL25FEBFUT,FUTSTK,COLPAL-FUTSTK,2505800038098,2987.4,2444.25,8751,0.05,175,1,1100100015141,COLPAL,2025-02-27T14:30:00,COLPAL 27FEB2025,1,1,COLPAL25FEBFUT
323,NSEFO,35801,1,DELHIVERY,DELHIVERY25MARFUT,FUTSTK,DELHIVERY-FUTSTK,2508600035801,372.85,305.1,61001,0.05,1525,1,1100100009599,DELHIVERY,2025-03-27T14:30:00,DELHIVERY 27MAR2025,1,1,DELHIVERY25MARFUT
324,NSEFO,39192,1,LUPIN,LUPIN25FEBFUT,FUTSTK,LUPIN-FUTSTK,2505800039192,2622.05,2145.3,12751,0.05,425,1,1100100010440,LUPIN,2025-02-27T14:30:00,LUPIN 27FEB2025,1,1,LUPIN25FEBFUT
325,NSEFO,40884,1,PNB,PNB25FEBFUT,FUTSTK,PNB-FUTSTK,2505800040884,114.5,93.68,240001,0.01,8000,1,1100100010666,PNB,2025-02-27T14:30:00,PNB 27FEB2025,1,1,PNB25FEBFUT
326,NSEFO,35560,1,COFORGE,COFORGE25MARFUT,FUTSTK,COFORGE-FUTSTK,2508600035560,10609.45,8680.5,2251,0.05,75,1,1100100011543,COFORGE,2025-03-27T14:30:00,COFORGE 27MAR2025,1,1,COFORGE25MARFUT
327,NSEFO,41046,1,INDUSTOWER,INDUSTOWER25JANFUT,FUTSTK,INDUSTOWER-FUTSTK,2503000041046,377.65,309,68001,0.05,1700,1,1100100029135,INDUSTOWER,2025-01-30T14:30:00,INDUSTOWER 30JAN2025,1,1,INDUSTOWER25JANFUT
328,NSEFO,35003,1,ABB,ABB25MARFUT,FUTSTK,ABB-FUTSTK,2508600035003,7731.6,6325.85,3751,0.05,125,1,1100100000013,ABB,2025-03-27T14:30:00,ABB 27MAR2025,1,1,ABB25MARFUT
329,NSEFO,35013,1,NIFTY,NIFTY25FEBFUT,FUTIDX,NIFTY-FUTIDX,2505800035013,26348.15,21557.6,1801,0.05,75,1,-1,Nifty 50,2025-02-27T14:30:00,NIFTY 27FEB2025,1,1,NIFTY25FEBFUT
330,NSEFO,41012,1,HINDUNILVR,HINDUNILVR25JANFUT,FUTSTK,HINDUNILVR-FUTSTK,2503000041012,2578.8,2109.95,9001,0.05,300,1,1100100001394,HINDUNILVR,2025-01-30T14:30:00,HINDUNILVR 30JAN2025,1,1,HINDUNILVR25JANFUT
331,NSEFO,39346,1,HCLTECH,HCLTECH25MARFUT,FUTSTK,HCLTECH-FUTSTK,2508600039346,2143,1753.35,14001,0.05,350,1,1100100007229,HCLTECH,2025-03-27T14:30:00,HCLTECH 27MAR2025,1,1,HCLTECH25MARFUT
332,NSEFO,39216,1,MPHASIS,MPHASIS25FEBFUT,FUTSTK,MPHASIS-FUTSTK,2505800039216,3173.45,2596.5,8251,0.05,275,1,1100100004503,MPHASIS,2025-02-27T14:30:00,MPHASIS 27FEB2025,1,1,MPHASIS25FEBFUT
333,NSEFO,38453,1,DIXON,DIXON25FEBFUT,FUTSTK,DIXON-FUTSTK,2505800038453,19967.95,16337.4,1501,0.05,50,1,1100100021690,DIXON,2025-02-27T14:30:00,DIXON 27FEB2025,1,1,DIXON25FEBFUT
334,NSEFO,40472,1,OIL,OIL25JANFUT,FUTSTK,OIL-FUTSTK,2503000040472,477.5,390.65,53751,0.05,1075,1,1100100017438,OIL,2025-01-30T14:30:00,OIL 30JAN2025,1,1,OIL25JANFUT
335,NSEFO,35885,1,BAJAJ-AUTO,BAJAJ-AUTO25JANFUT,FUTSTK,BAJAJ-AUTO-FUTSTK,2503000035885,9752.75,7979.5,3001,0.05,75,1,1100100016669,BAJAJ-AUTO,2025-01-30T14:30:00,BAJAJ-AUTO 30JAN2025,1,1,BAJAJ-AUTO25JANFUT
336,NSEFO,41236,1,MOTHERSON,MOTHERSON25JANFUT,FUTSTK,MOTHERSON-FUTSTK,2503000041236,172.62,141.24,142001,0.01,3550,1,1100100004204,MOTHERSON,2025-01-30T14:30:00,MOTHERSON 30JAN2025,1,1,MOTHERSON25JANFUT
337,NSEFO,43405,1,TVSMOTOR,TVSMOTOR25MARFUT,FUTSTK,TVSMOTOR-FUTSTK,2508600043405,2644.4,2163.6,10501,0.05,350,1,1100100008479,TVSMOTOR,2025-03-27T14:30:00,TVSMOTOR 27MAR2025,1,1,TVSMOTOR25MARFUT
338,NSEFO,38973,1,IPCALAB,IPCALAB25FEBFUT,FUTSTK,IPCALAB-FUTSTK,2505800038973,1862.8,1524.15,19501,0.05,650,1,1100100001633,IPCALAB,2025-02-27T14:30:00,IPCALAB 27FEB2025,1,1,IPCALAB25FEBFUT
339,NSEFO,40758,1,CONCOR,CONCOR25JANFUT,FUTSTK,CONCOR-FUTSTK,2503000040758,870.45,712.2,30001,0.05,1000,1,1100100004749,CONCOR,2025-01-30T14:30:00,CONCOR 30JAN2025,1,1,CONCOR25JANFUT
340,NSEFO,42512,1,TATAMOTORS,TATAMOTORS25JANFUT,FUTSTK,TATAMOTORS-FUTSTK,2503000042512,820.45,671.3,27501,0.05,550,1,1100100003456,TATAMOTORS,2025-01-30T14:30:00,TATAMOTORS 30JAN2025,1,1,TATAMOTORS25JANFUT
341,NSEFO,36746,1,BATAINDIA,BATAINDIA25JANFUT,FUTSTK,BATAINDIA-FUTSTK,2503000036746,1510.4,1235.75,18751,0.05,375,1,1100100000371,BATAINDIA,2025-01-30T14:30:00,BATAINDIA 30JAN2025,1,1,BATAINDIA25JANFUT
342,NSEFO,35087,1,AMBUJACEM,AMBUJACEM25FEBFUT,FUTSTK,AMBUJACEM-FUTSTK,2505800035087,596.65,488.2,45001,0.05,900,1,1100100001270,AMBUJACEM,2025-02-27T14:30:00,AMBUJACEM 27FEB2025,1,1,AMBUJACEM25FEBFUT
343,NSEFO,43119,1,LODHA,LODHA25MARFUT,FUTSTK,LODHA-FUTSTK,2508600043119,1552.85,1270.5,18001,0.05,450,1,1100100003220,LODHA,2025-03-27T14:30:00,LODHA 27MAR2025,1,1,LODHA25MARFUT
344,NSEFO,40990,1,HDFCAMC,HDFCAMC25JANFUT,FUTSTK,HDFCAMC-FUTSTK,2503000040990,4652.8,3806.85,6001,0.05,150,1,1100100004244,HDFCAMC,2025-01-30T14:30:00,HDFCAMC 30JAN2025,1,1,HDFCAMC25JANFUT
345,NSEFO,41546,1,VBL,VBL25JANFUT,FUTSTK,VBL-FUTSTK,2503000041546,705.95,577.6,35001,0.05,875,1,1100100018921,VBL,2025-01-30T14:30:00,VBL 30JAN2025,1,1,VBL25JANFUT
346,NSEFO,35023,1,NIFTYNXT50,NIFTYNXT5025FEBFUT,FUTIDX,NIFTYNXT50-FUTIDX,2505900035023,75485.1,61760.55,601,0.05,25,1,-1,NIFTY NEXT 50,2025-02-28T14:30:00,NIFTYNXT50 28FEB2025,1,1,NIFTYNXT5025FEBFUT
347,NSEFO,43355,1,SBIN,SBIN25MARFUT,FUTSTK,SBIN-FUTSTK,2508600043355,891.65,729.5,30001,0.05,750,1,1100100003045,SBIN,2025-03-27T14:30:00,SBIN 27MAR2025,1,1,SBIN25MARFUT
348,NSEFO,35421,1,BANKINDIA,BANKINDIA25FEBFUT,FUTSTK,BANKINDIA-FUTSTK,2505800035421,113.34,92.74,193001,0.01,4825,1,1100100004745,BANKINDIA,2025-02-27T14:30:00,BANKINDIA 27FEB2025,1,1,BANKINDIA25FEBFUT
349,NSEFO,42483,1,PFC,PFC25JANFUT,FUTSTK,PFC-FUTSTK,2503000042483,496.2,405.95,52001,0.05,1300,1,1100100014299,PFC,2025-01-30T14:30:00,PFC 30JAN2025,1,1,PFC25JANFUT
350,NSEFO,40363,1,CANFINHOME,CANFINHOME25JANFUT,FUTSTK,CANFINHOME-FUTSTK,2503000040363,838.6,686.15,29251,0.05,975,1,1100100000583,CANFINHOME,2025-01-30T14:30:00,CANFINHOME 30JAN2025,1,1,CANFINHOME25JANFUT
351,NSEFO,41424,1,TATAELXSI,TATAELXSI25JANFUT,FUTSTK,TATAELXSI-FUTSTK,2503000041424,7486.8,6125.55,4001,0.05,100,1,1100100003411,TATAELXSI,2025-01-30T14:30:00,TATAELXSI 30JAN2025,1,1,TATAELXSI25JANFUT
352,NSEFO,42511,1,TATACONSUM,TATACONSUM25JANFUT,FUTSTK,TATACONSUM-FUTSTK,2503000042511,1010.75,827,22801,0.05,456,1,1100100003432,TATACONSUM,2025-01-30T14:30:00,TATACONSUM 30JAN2025,1,1,TATACONSUM25JANFUT
353,NSEFO,43268,1,PAYTM,PAYTM25MARFUT,FUTSTK,PAYTM-FUTSTK,2508600043268,1137.55,930.7,26001,0.05,650,1,1100100006705,PAYTM,2025-03-27T14:30:00,PAYTM 27MAR2025,1,1,PAYTM25MARFUT
354,NSEFO,35032,1,ADANIENSOL,ADANIENSOL25FEBFUT,FUTSTK,ADANIENSOL-FUTSTK,2505800035032,894.45,731.8,31251,0.05,625,1,1100100010217,ADANIENSOL,2025-02-27T14:30:00,ADANIENSOL 27FEB2025,1,1,ADANIENSOL25FEBFUT
355,NSEFO,41044,1,INDIGO,INDIGO25JANFUT,FUTSTK,INDIGO-FUTSTK,2503000041044,5045.8,4128.35,6001,0.05,150,1,1100100011195,INDIGO,2025-01-30T14:30:00,INDIGO 30JAN2025,1,1,INDIGO25JANFUT
356,NSEFO,43200,1,NATIONALUM,NATIONALUM25MARFUT,FUTSTK,NATIONALUM-FUTSTK,2508600043200,236.6,193.58,112501,0.01,3750,1,1100100006364,NATIONALUM,2025-03-27T14:30:00,NATIONALUM 27MAR2025,1,1,NATIONALUM25MARFUT
357,NSEFO,41095,1,JUBLFOOD,JUBLFOOD25JANFUT,FUTSTK,JUBLFOOD-FUTSTK,2503000041095,787.6,644.4,37501,0.05,1250,1,1100100018096,JUBLFOOD,2025-01-30T14:30:00,JUBLFOOD 30JAN2025,1,1,JUBLFOOD25JANFUT
